id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
4rERaNiKlILD603GJvdEvm,Cappadocia,Cappadocia,"Ben Böhmer, Romain Garcia",False,64,0.349,0.685,8,-9.281,1,0.0421,0.0037,0.893,0.122,0.277,123.025,audio_features,spotify:track:4rERaNiKlILD603GJvdEvm,https://api.spotify.com/v1/tracks/4rERaNiKlILD603GJvdEvm,https://api.spotify.com/v1/audio-analysis/4rERaNiKlILD603GJvdEvm,4.701066666666667,4
4l8fwDaGkOWJqvNacpcBTo,Run Away,Run Away,"Ben Böhmer, Tinlicker, Felix Raphael",False,58,0.552,0.837,5,-7.825,1,0.044,0.0356,0.434,0.0982,0.0795,121.99,audio_features,spotify:track:4l8fwDaGkOWJqvNacpcBTo,https://api.spotify.com/v1/tracks/4l8fwDaGkOWJqvNacpcBTo,https://api.spotify.com/v1/audio-analysis/4l8fwDaGkOWJqvNacpcBTo,4.370833333333334,4
3FeosxZcVBWesL8jTMtVbk,Unraveled,Split Wick,Durante,False,0,0.803,0.576,1,-11.388,0,0.051,0.00332,0.916,0.0721,0.203,122.008,audio_features,spotify:track:3FeosxZcVBWesL8jTMtVbk,https://api.spotify.com/v1/tracks/3FeosxZcVBWesL8jTMtVbk,https://api.spotify.com/v1/audio-analysis/3FeosxZcVBWesL8jTMtVbk,5.579366666666667,3
3xaYNulG8k2OZaAOpPbvbu,Unity,Doubts,Stephan Jolk,False,45,0.733,0.508,7,-11.183,0,0.0386,0.000479,0.882,0.0923,0.221,126.002,audio_features,spotify:track:3xaYNulG8k2OZaAOpPbvbu,https://api.spotify.com/v1/tracks/3xaYNulG8k2OZaAOpPbvbu,https://api.spotify.com/v1/audio-analysis/3xaYNulG8k2OZaAOpPbvbu,5.680516666666667,4
1wfB7VM8mtnDzcGJMln8Ls,Return to Oz (ARTBAT Remix),Return to Oz (ARTBAT Remix) [Edit],"Monolink, ARTBAT",False,56,0.622,0.908,2,-6.976,1,0.0636,0.54,0.198,0.121,0.126,123.943,audio_features,spotify:track:1wfB7VM8mtnDzcGJMln8Ls,https://api.spotify.com/v1/tracks/1wfB7VM8mtnDzcGJMln8Ls,https://api.spotify.com/v1/audio-analysis/1wfB7VM8mtnDzcGJMln8Ls,3.41935,4
1MvLmHeLkaNgUScgbUVnWJ,Breathing,Breathing,"Ben Böhmer, Nils Hoffmann, Malou",False,67,0.598,0.561,11,-11.421,0,0.0511,0.0229,0.557,0.109,0.0385,182.988,audio_features,spotify:track:1MvLmHeLkaNgUScgbUVnWJ,https://api.spotify.com/v1/tracks/1MvLmHeLkaNgUScgbUVnWJ,https://api.spotify.com/v1/audio-analysis/1MvLmHeLkaNgUScgbUVnWJ,3.7101,3
4OGdjOg8aIkYUJMi5ZsFz4,U,Floyd,Avoure,False,45,0.756,0.723,4,-8.14,0,0.0624,0.474,0.933,0.113,0.128,119.991,audio_features,spotify:track:4OGdjOg8aIkYUJMi5ZsFz4,https://api.spotify.com/v1/tracks/4OGdjOg8aIkYUJMi5ZsFz4,https://api.spotify.com/v1/audio-analysis/4OGdjOg8aIkYUJMi5ZsFz4,5.6658,4
4YlPfwx8aqehj7eSAhtS23,Disconnected,Maybe Not,Jan Blomqvist,False,44,0.806,0.43,10,-13.023,0,0.0439,0.143,0.896,0.106,0.532,122.018,audio_features,spotify:track:4YlPfwx8aqehj7eSAhtS23,https://api.spotify.com/v1/tracks/4YlPfwx8aqehj7eSAhtS23,https://api.spotify.com/v1/audio-analysis/4YlPfwx8aqehj7eSAhtS23,4.89835,4
472hraIBRGdbsYKFD5WzID,Breathing,Black Hole,"Ben Böhmer, Monolink",False,49,0.559,0.509,9,-11.174,1,0.0344,0.0787,0.181,0.22,0.34,121.99,audio_features,spotify:track:472hraIBRGdbsYKFD5WzID,https://api.spotify.com/v1/tracks/472hraIBRGdbsYKFD5WzID,https://api.spotify.com/v1/audio-analysis/472hraIBRGdbsYKFD5WzID,3.6181833333333335,4
73St49IdOQyBTgSH9gfUiy,Ashes,Ashes,Kidnap,False,31,0.604,0.812,7,-6.764,0,0.0296,0.0447,0.519,0.116,0.189,121.983,audio_features,spotify:track:73St49IdOQyBTgSH9gfUiy,https://api.spotify.com/v1/tracks/73St49IdOQyBTgSH9gfUiy,https://api.spotify.com/v1/audio-analysis/73St49IdOQyBTgSH9gfUiy,4.852683333333333,3
4otX54r0wgQTPMn2k1ayjK,Black Coffee Ibiza 17 Appreciation Mix,Children With No Name,"Khen, Guy Mantzur, Kamila",False,41,0.716,0.922,1,-10.897,1,0.04,0.00299,0.748,0.0884,0.11,121.918,audio_features,spotify:track:4otX54r0wgQTPMn2k1ayjK,https://api.spotify.com/v1/tracks/4otX54r0wgQTPMn2k1ayjK,https://api.spotify.com/v1/audio-analysis/4otX54r0wgQTPMn2k1ayjK,9.842183333333333,4
7zyo93bLysAjU08Enina9r,1987,Piano Boy,Amtrac,False,0,0.684,0.608,5,-11.937,0,0.0419,0.0333,0.884,0.0667,0.0805,121.974,audio_features,spotify:track:7zyo93bLysAjU08Enina9r,https://api.spotify.com/v1/tracks/7zyo93bLysAjU08Enina9r,https://api.spotify.com/v1/audio-analysis/7zyo93bLysAjU08Enina9r,6.142566666666666,4
1rJLCC345BGI3UKB3my4oF,Cold Heart,Cold Heart,Dusky,False,36,0.771,0.755,1,-7.129,1,0.0526,5.66e-05,0.903,0.104,0.754,121.994,audio_features,spotify:track:1rJLCC345BGI3UKB3my4oF,https://api.spotify.com/v1/tracks/1rJLCC345BGI3UKB3my4oF,https://api.spotify.com/v1/audio-analysis/1rJLCC345BGI3UKB3my4oF,6.577233333333333,4
4BF6tCW6PURgCNfCHOUBDt,How Many Times,How Many Times,"andhim, Elderbrook",False,50,0.613,0.711,11,-6.244,0,0.0694,0.0187,0.0105,0.0759,0.493,121.978,audio_features,spotify:track:4BF6tCW6PURgCNfCHOUBDt,https://api.spotify.com/v1/tracks/4BF6tCW6PURgCNfCHOUBDt,https://api.spotify.com/v1/audio-analysis/4BF6tCW6PURgCNfCHOUBDt,4.174183333333334,4
651uFpSCLOaTH8v5XrrwNI,In The Wild / Polaris,In The Wild,"Dee Montero, Meliha",False,40,0.575,0.787,9,-7.021,0,0.0321,0.000706,0.765,0.0892,0.511,121.012,audio_features,spotify:track:651uFpSCLOaTH8v5XrrwNI,https://api.spotify.com/v1/tracks/651uFpSCLOaTH8v5XrrwNI,https://api.spotify.com/v1/audio-analysis/651uFpSCLOaTH8v5XrrwNI,4.818733333333333,4
2x6LKi1fNxcccIBpJqyqx6,Flower of Cane,Relentless - Radio Edit,"Adana Twins, Jeppe Kjellberg",False,37,0.687,0.794,0,-8.665,0,0.0361,0.0043,0.152,0.324,0.468,123.011,audio_features,spotify:track:2x6LKi1fNxcccIBpJqyqx6,https://api.spotify.com/v1/tracks/2x6LKi1fNxcccIBpJqyqx6,https://api.spotify.com/v1/audio-analysis/2x6LKi1fNxcccIBpJqyqx6,4.29075,4
4W6JVMAInvZodDQ6mxuu5C,For All Time,For All Time - Extended Mix,"Jody Wisternoff, Hendrik Burkhard",False,40,0.748,0.632,6,-8.413,0,0.0384,5.76e-05,0.827,0.0566,0.0553,120.021,audio_features,spotify:track:4W6JVMAInvZodDQ6mxuu5C,https://api.spotify.com/v1/tracks/4W6JVMAInvZodDQ6mxuu5C,https://api.spotify.com/v1/audio-analysis/4W6JVMAInvZodDQ6mxuu5C,7.748,4
3Of0ZixrQPzq22I4ogG4TB,Got This Feeling EP,Got This Feeling - Original Mix,Cubicolor,False,38,0.618,0.469,5,-9.503,1,0.0262,0.256,0.945,0.112,0.0368,118.019,audio_features,spotify:track:3Of0ZixrQPzq22I4ogG4TB,https://api.spotify.com/v1/tracks/3Of0ZixrQPzq22I4ogG4TB,https://api.spotify.com/v1/audio-analysis/3Of0ZixrQPzq22I4ogG4TB,7.45825,4
6gWwDlXoYPFqrIdEjivBh5,Tuesday Maybe,Tuesday Maybe,Way Out West,False,36,0.611,0.84,0,-6.495,1,0.0348,0.0306,0.903,0.0967,0.268,122.019,audio_features,spotify:track:6gWwDlXoYPFqrIdEjivBh5,https://api.spotify.com/v1/tracks/6gWwDlXoYPFqrIdEjivBh5,https://api.spotify.com/v1/audio-analysis/6gWwDlXoYPFqrIdEjivBh5,8.193433333333333,4
3MEjDXwQWnDzqwRanBgFzm,Dead End Thrills (Patrice Bäumel Remix),Dead End Thrills - Patrice Bäumel Remix,"Cubicolor, Patrice Bäumel",False,34,0.7,0.673,7,-10.217,1,0.0374,0.28,0.24,0.102,0.143,122.008,audio_features,spotify:track:3MEjDXwQWnDzqwRanBgFzm,https://api.spotify.com/v1/tracks/3MEjDXwQWnDzqwRanBgFzm,https://api.spotify.com/v1/audio-analysis/3MEjDXwQWnDzqwRanBgFzm,7.39435,3
2n86VXvZ68L5muM1j3faIo,Nothing Without You,Nothing Without You,"Tinlicker, Thomas Oliver",False,45,0.525,0.781,0,-7.21,1,0.0506,0.172,0.748,0.204,0.103,123.94,audio_features,spotify:track:2n86VXvZ68L5muM1j3faIo,https://api.spotify.com/v1/tracks/2n86VXvZ68L5muM1j3faIo,https://api.spotify.com/v1/audio-analysis/2n86VXvZ68L5muM1j3faIo,3.7096833333333334,4
4oDRXykJhBsUZJOODiQ18M,Is This Our Earth?,Is This Our Earth?,Lane 8,False,48,0.588,0.839,5,-8.07,1,0.0457,0.000746,0.693,0.141,0.105,123.97,audio_features,spotify:track:4oDRXykJhBsUZJOODiQ18M,https://api.spotify.com/v1/tracks/4oDRXykJhBsUZJOODiQ18M,https://api.spotify.com/v1/audio-analysis/4oDRXykJhBsUZJOODiQ18M,3.69355,4
6VbUiTe3uV9kHBXks9yICD,Little by Little,No End in Sight / Outro,Lane 8,False,45,0.579,0.623,0,-11.025,0,0.0371,0.448,0.908,0.118,0.0656,123.967,audio_features,spotify:track:6VbUiTe3uV9kHBXks9yICD,https://api.spotify.com/v1/tracks/6VbUiTe3uV9kHBXks9yICD,https://api.spotify.com/v1/audio-analysis/6VbUiTe3uV9kHBXks9yICD,7.322583333333333,4
5Fnk2uXVwy9UC6PgLUqSRD,Lie Alone (16BL Remix),Lie Alone - 16BL Remix,"L. Doblado, 16BL",False,47,0.792,0.418,9,-10.386,0,0.0811,0.029,0.895,0.0947,0.237,121.997,audio_features,spotify:track:5Fnk2uXVwy9UC6PgLUqSRD,https://api.spotify.com/v1/tracks/5Fnk2uXVwy9UC6PgLUqSRD,https://api.spotify.com/v1/audio-analysis/5Fnk2uXVwy9UC6PgLUqSRD,6.512816666666667,4
5evn5af0qETDoSwqfOWP7M,Because You Move Me,Because You Move Me - Extended Mix,"Tinlicker, Helsloot",False,48,0.883,0.371,5,-9.807,1,0.188,0.469,0.0163,0.109,0.145,123.054,audio_features,spotify:track:5evn5af0qETDoSwqfOWP7M,https://api.spotify.com/v1/tracks/5evn5af0qETDoSwqfOWP7M,https://api.spotify.com/v1/audio-analysis/5evn5af0qETDoSwqfOWP7M,7.316666666666666,4
0RfKbM4AWNKiatL6NZbdpt,The Beginning,The Beginning,Copini,False,1,0.219,0.547,6,-13.233,0,0.0468,0.0138,0.872,0.112,0.0397,183.007,audio_features,spotify:track:0RfKbM4AWNKiatL6NZbdpt,https://api.spotify.com/v1/tracks/0RfKbM4AWNKiatL6NZbdpt,https://api.spotify.com/v1/audio-analysis/0RfKbM4AWNKiatL6NZbdpt,6.3627,1
122Q96pdQ0hlfbgDzcxndg,Goodbye,Goodbye,Monkey Safari,False,43,0.741,0.595,2,-9.393,0,0.0319,0.00941,0.858,0.114,0.11,123.997,audio_features,spotify:track:122Q96pdQ0hlfbgDzcxndg,https://api.spotify.com/v1/tracks/122Q96pdQ0hlfbgDzcxndg,https://api.spotify.com/v1/audio-analysis/122Q96pdQ0hlfbgDzcxndg,6.064816666666666,4
5Rq191etee2zamxXkFQ5mE,Self Aware,Slow,"Yuto., Priya Francis",False,29,0.851,0.334,0,-10.365,1,0.0443,0.499,0.699,0.0923,0.408,110.049,audio_features,spotify:track:5Rq191etee2zamxXkFQ5mE,https://api.spotify.com/v1/tracks/5Rq191etee2zamxXkFQ5mE,https://api.spotify.com/v1/audio-analysis/5Rq191etee2zamxXkFQ5mE,2.9325833333333335,4
1mkmkvhI4OsRFR8NeuiXsc,Chiyu (The Remixes),Inori - Jon Gurd Remix,"Lycoriscoris, Jon Gurd",False,23,0.557,0.489,4,-5.938,0,0.0292,0.118,0.848,0.128,0.0376,119.971,audio_features,spotify:track:1mkmkvhI4OsRFR8NeuiXsc,https://api.spotify.com/v1/tracks/1mkmkvhI4OsRFR8NeuiXsc,https://api.spotify.com/v1/audio-analysis/1mkmkvhI4OsRFR8NeuiXsc,3.8638,4
0f0akmH768sNyykkYNDL7e,Vom Menschen,Purple Line,Ben Böhmer,False,52,0.71,0.697,0,-9.569,1,0.0373,0.174,0.838,0.134,0.352,122.006,audio_features,spotify:track:0f0akmH768sNyykkYNDL7e,https://api.spotify.com/v1/tracks/0f0akmH768sNyykkYNDL7e,https://api.spotify.com/v1/audio-analysis/0f0akmH768sNyykkYNDL7e,8.005016666666666,4
7ocpmlXkxJVGtPLLFQhMGP,Promise You EP,Autumn,Ben Böhmer,False,53,0.725,0.564,0,-9.52,1,0.0542,0.0713,0.879,0.0829,0.232,118.004,audio_features,spotify:track:7ocpmlXkxJVGtPLLFQhMGP,https://api.spotify.com/v1/tracks/7ocpmlXkxJVGtPLLFQhMGP,https://api.spotify.com/v1/audio-analysis/7ocpmlXkxJVGtPLLFQhMGP,7.6356,4
3sAatKUX1OkCIAkopdMRTU,Haul,Haul - Radio Edit,"Christian Löffler, Mohna",False,53,0.615,0.417,11,-15.441,0,0.0373,0.287,0.862,0.215,0.117,117.982,audio_features,spotify:track:3sAatKUX1OkCIAkopdMRTU,https://api.spotify.com/v1/tracks/3sAatKUX1OkCIAkopdMRTU,https://api.spotify.com/v1/audio-analysis/3sAatKUX1OkCIAkopdMRTU,3.618916666666667,4
4oWDaJpusSH1lqIQQkEHsS,Father Ocean,Father Ocean - Ben Böhmer Remix Edit,"Monolink, Ben Böhmer",False,65,0.609,0.74,2,-11.046,1,0.0342,0.396,0.749,0.113,0.0391,122.008,audio_features,spotify:track:4oWDaJpusSH1lqIQQkEHsS,https://api.spotify.com/v1/tracks/4oWDaJpusSH1lqIQQkEHsS,https://api.spotify.com/v1/audio-analysis/4oWDaJpusSH1lqIQQkEHsS,5.31125,4
3MQIvwvDsUaTc2WJiKbdAm,Whoami (Gobi's Melodic Re-Work),Whoami (Gobi's Melodic Re-Work),"Gobi Desert Collective, Prince of Eden",False,36,0.768,0.346,1,-18.574,1,0.0368,0.344,0.538,0.11,0.0385,114.992,audio_features,spotify:track:3MQIvwvDsUaTc2WJiKbdAm,https://api.spotify.com/v1/tracks/3MQIvwvDsUaTc2WJiKbdAm,https://api.spotify.com/v1/audio-analysis/3MQIvwvDsUaTc2WJiKbdAm,6.539133333333333,4
0QjS0WbZfhprbeISN7IFvc,By Your Side,By Your Side,"Imad, offrami",False,50,0.611,0.786,3,-8.166,0,0.151,0.0293,3.41e-06,0.23,0.269,120.004,audio_features,spotify:track:0QjS0WbZfhprbeISN7IFvc,https://api.spotify.com/v1/tracks/0QjS0WbZfhprbeISN7IFvc,https://api.spotify.com/v1/audio-analysis/0QjS0WbZfhprbeISN7IFvc,2.4335666666666667,4
6FbEGBOICcu09fnsQn4XfN,Favorite Place,Favorite Place,Adande,False,3,0.475,0.734,9,-8.956,0,0.0346,0.62,0.932,0.249,0.0906,114.994,audio_features,spotify:track:6FbEGBOICcu09fnsQn4XfN,https://api.spotify.com/v1/tracks/6FbEGBOICcu09fnsQn4XfN,https://api.spotify.com/v1/audio-analysis/6FbEGBOICcu09fnsQn4XfN,3.782366666666667,4
29tIhq8ByVaG5GVlnS4XRL,SOLACE,New Sky,RÜFÜS DU SOL,False,57,0.643,0.744,5,-8.021,1,0.029,0.0213,0.287,0.17,0.194,124.004,audio_features,spotify:track:29tIhq8ByVaG5GVlnS4XRL,https://api.spotify.com/v1/tracks/29tIhq8ByVaG5GVlnS4XRL,https://api.spotify.com/v1/audio-analysis/29tIhq8ByVaG5GVlnS4XRL,5.459116666666667,4
0PHWXLXOQXGlyUGq7woVFZ,Atlas (Light / Dark Deluxe Edition),Sundream,RÜFÜS DU SOL,False,65,0.686,0.712,5,-7.58,0,0.0383,0.049,0.0042,0.368,0.247,121.966,audio_features,spotify:track:0PHWXLXOQXGlyUGq7woVFZ,https://api.spotify.com/v1/tracks/0PHWXLXOQXGlyUGq7woVFZ,https://api.spotify.com/v1/audio-analysis/0PHWXLXOQXGlyUGq7woVFZ,4.59155,4
7frJWN43s6JQoeUi0CFou8,Desire,The Blame,Bob Moses,False,44,0.719,0.623,7,-8.343,1,0.0476,0.0563,0.321,0.0969,0.253,119.977,audio_features,spotify:track:7frJWN43s6JQoeUi0CFou8,https://api.spotify.com/v1/tracks/7frJWN43s6JQoeUi0CFou8,https://api.spotify.com/v1/audio-analysis/7frJWN43s6JQoeUi0CFou8,6.54,4
5VxHtln8GvqtvkxMB0tV0S,Revolution Is Only Solution,The Inside Man - Soopasoul remix,Funky Destination,False,50,0.777,0.718,5,-7.038,0,0.0377,0.00637,0.76,0.0944,0.787,114.985,audio_features,spotify:track:5VxHtln8GvqtvkxMB0tV0S,https://api.spotify.com/v1/tracks/5VxHtln8GvqtvkxMB0tV0S,https://api.spotify.com/v1/audio-analysis/5VxHtln8GvqtvkxMB0tV0S,7.339166666666666,4
12LOYGBr0T0IqyuhEILYFh,La clé des champs,La clé des champs,NTO,False,63,0.461,0.526,6,-10.668,1,0.0506,0.00142,0.861,0.108,0.0401,120.011,audio_features,spotify:track:12LOYGBr0T0IqyuhEILYFh,https://api.spotify.com/v1/tracks/12LOYGBr0T0IqyuhEILYFh,https://api.spotify.com/v1/audio-analysis/12LOYGBr0T0IqyuhEILYFh,6.933333333333334,4
4ogJOit8BDfK2iHHSwsuxY,Lailonie,Amor,"Marsh, Wassu",False,35,0.723,0.641,5,-8.075,1,0.0401,0.105,0.799,0.111,0.0883,119.991,audio_features,spotify:track:4ogJOit8BDfK2iHHSwsuxY,https://api.spotify.com/v1/tracks/4ogJOit8BDfK2iHHSwsuxY,https://api.spotify.com/v1/audio-analysis/4ogJOit8BDfK2iHHSwsuxY,4.366366666666667,3
0QjhfF1zVLwiJxCoXwu6pC,Something New,Something New,Faul,False,0,0.712,0.675,1,-7.221,0,0.0426,0.0706,0.00229,0.145,0.404,125.002,audio_features,spotify:track:0QjhfF1zVLwiJxCoXwu6pC,https://api.spotify.com/v1/tracks/0QjhfF1zVLwiJxCoXwu6pC,https://api.spotify.com/v1/audio-analysis/0QjhfF1zVLwiJxCoXwu6pC,3.44355,4
4vvt4hb0B6ZL1gFxW19rfC,Come Away,Come Away,"Nora En Pure, Tim Morrison",False,49,0.61,0.945,6,-5.556,1,0.0465,0.00616,0.0747,0.0893,0.0379,124.019,audio_features,spotify:track:4vvt4hb0B6ZL1gFxW19rfC,https://api.spotify.com/v1/tracks/4vvt4hb0B6ZL1gFxW19rfC,https://api.spotify.com/v1/audio-analysis/4vvt4hb0B6ZL1gFxW19rfC,3.88,4
36o0TJgk0pikNQcrkQ3tKN,Promise You EP,Soulline,Ben Böhmer,False,45,0.728,0.621,11,-11.027,0,0.0513,0.000365,0.856,0.0281,0.105,123.024,audio_features,spotify:track:36o0TJgk0pikNQcrkQ3tKN,https://api.spotify.com/v1/tracks/36o0TJgk0pikNQcrkQ3tKN,https://api.spotify.com/v1/audio-analysis/36o0TJgk0pikNQcrkQ3tKN,7.36585,4
7G5FO7sFeC7Idwu9cXzVNl,Sonnentanz (Sun Don't Shine),Sonnentanz (Sun Don’t Shine),"Klangkarussell, Will Heard",False,0,0.694,0.556,5,-8.558,0,0.0892,0.18,0.0284,0.105,0.197,119.946,audio_features,spotify:track:7G5FO7sFeC7Idwu9cXzVNl,https://api.spotify.com/v1/tracks/7G5FO7sFeC7Idwu9cXzVNl,https://api.spotify.com/v1/audio-analysis/7G5FO7sFeC7Idwu9cXzVNl,3.6770833333333335,4
