id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
6ho0GyrWZN3mhi9zVRW7xi,Losing It,Losing It,FISHER,False,76,0.76,0.964,2,-5.844,1,0.0577,0.00181,0.703,0.0975,0.643,125.003,audio_features,spotify:track:6ho0GyrWZN3mhi9zVRW7xi,https://api.spotify.com/v1/tracks/6ho0GyrWZN3mhi9zVRW7xi,https://api.spotify.com/v1/audio-analysis/6ho0GyrWZN3mhi9zVRW7xi,4.133933333333333,4
1DOuZaf52j4O1zlyQpxSQx,Consciousness,Consciousness,"Anyma, Chris Avantgarde",False,68,0.596,0.837,7,-5.983,0,0.0488,0.0775,0.806,0.297,0.0954,125.93,audio_features,spotify:track:1DOuZaf52j4O1zlyQpxSQx,https://api.spotify.com/v1/tracks/1DOuZaf52j4O1zlyQpxSQx,https://api.spotify.com/v1/audio-analysis/1DOuZaf52j4O1zlyQpxSQx,4.575866666666666,3
6OufwUcCqo81guU2jAlDVP,Love Tonight,Love Tonight (Edit),Shouse,False,77,0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,audio_features,spotify:track:6OufwUcCqo81guU2jAlDVP,https://api.spotify.com/v1/tracks/6OufwUcCqo81guU2jAlDVP,https://api.spotify.com/v1/audio-analysis/6OufwUcCqo81guU2jAlDVP,4.0328333333333335,4
